trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,,Fixation,,0.0,,,fixation,10.0,run_start,10.0,0.0,0.0,0.0,hidden,0.0,0.0,0.0,fixation,0.0
1,1,9,Medium,9_0.306_0.388.png,1.1439947246435942,0.313,0.383,,,,7.489211713893894,10.0,1.0,0.6925839992187122,hidden,11.692583999218712,3.5,1.296627714675183,fixation,1.0
2,1,11,Congruent,11_0.469_0.633.png,1.178729718696199,0.462,0.631,,,,8.168908751600252,18.63320643853749,1.0,1.3509340496884565,hidden,20.984140488225947,3.5,1.3179747019117931,fixation,1.0
3,1,22,Congruent,13b_0.796_0.612.png,1.4874604248511822,0.796,0.604,,,,7.580198635787877,27.98084490883394,1.0,0.8934388232011228,hidden,29.874283732035064,3.5,1.1867598125867471,fixation,1.0
4,1,8,Incongruent,8_0.367_0.551.png,1.3596058331812384,0.37,0.542,,,,7.014473157532535,37.048503969473,1.0,0.8911690393137678,hidden,38.93967300878677,3.5,0.6233041182187663,fixation,1.0
5,1,22,Congruent,13b_0.429_0.653.png,1.2050478153585926,0.436,0.651,,,,8.175275074836499,45.42258296018678,1.0,1.4115140372704595,hidden,47.83409699745724,3.5,1.2637610375660446,fixation,1.0
6,1,11,Congruent,11_0.408_0.694.png,1.1908473425134378,0.401,0.691,,,,7.6616180305554735,54.80290585038187,1.0,0.9516799547756248,hidden,56.7545858051575,3.5,1.2099380757798441,fixation,1.0
7,1,3,Congruent,3_0.347_0.510.png,1.184934124399359,0.346,0.517,,,,7.271743078692886,63.65537122345078,1.0,1.0506195383648032,hidden,65.70599076181557,3.5,0.7211235403280966,fixation,1.0
8,1,1,Medium,1_0.551_0.367.png,1.4697558953136252,0.547,0.358,,,,7.358430748853252,72.11204842654303,1.0,1.1632178891477287,hidden,74.27526631569076,3.5,0.695212859705525,fixation,1.0
9,1,9,Medium,9_0.510_0.347.png,1.4620382856302983,0.505,0.341,,,,8.13173300005127,80.9402350707099,1.0,1.3967000144490442,hidden,83.33693508515894,3.5,1.2350329856022262,fixation,1.0
10,1,2,Incongruent,2_0.714_0.082.png,1.0672016479032276,0.714,0.086,,,,7.329483807112709,90.53400635639147,1.0,1.1532225172250297,hidden,92.6872288736165,3.5,0.6762612898876823,fixation,1.0
11,1,18,Incongruent,18_0.306_0.673.png,1.1704723961430563,0.308,0.678,,,,7.4036689849277195,98.93069181140741,1.0,0.7835522262345581,hidden,100.71424403764198,3.5,1.1201167586931609,fixation,1.0
12,1,1,Medium,1_0.735_0.224.png,1.1620316105292217,0.737,0.232,,,,7.409393088379758,107.50483319247819,1.0,0.6682823842493212,hidden,109.17311557672751,3.5,1.241110704130437,fixation,1.0
13,1,8,Incongruent,8_0.204_0.673.png,1.0745234169377509,0.208,0.678,,,,7.258553302515551,116.07625789138717,1.0,1.1806491954647018,hidden,118.25690708685187,3.5,0.5779041070508555,fixation,1.0
14,1,2,Incongruent,2_0.551_0.327.png,1.3802413296772458,0.549,0.321,,,,7.302029257591457,124.40933461084047,1.0,0.5421370333641118,hidden,125.95147164420459,3.5,1.2598922242273405,fixation,1.0
15,1,20,Medium,20_1.000_1.000.png,1.1507982625056525,1.0,0.993,,,,6.972950625022264,133.09160519810916,1.0,0.7725188677198294,hidden,134.864124065829,3.5,0.7004317573024204,fixation,1.0
16,1,3,Congruent,3_0.204_0.163.png,1.3690484366098503,0.203,0.167,,,,8.376229270843538,141.21535408563707,1.0,1.40059062090942,hidden,143.6159447065465,3.5,1.4756386499341394,fixation,1.0
