template_csv,template_rel,iter_idx,seed,stage1_obj,rank_stage1,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape,enc_raw_max_worst,enc_raw_p95_worst,enc_raw_mean,enc_part_max_worst,enc_part_p95_worst,enc_part_mean,dec_raw_max_worst,dec_raw_p95_worst,dec_raw_mean,dec_part_max_worst,dec_part_p95_worst,dec_part_mean,fb_raw_max_worst,fb_raw_p95_worst,fb_raw_mean,fb_part_max_worst,fb_part_p95_worst,fb_part_mean,all_max_worst,all_p95_worst,all_mean,cov_chi2,cov_minbin,cov_chi2_worst,cov_minbin_worst,coll_max,coll_p95,coll_max_worst,coll_p95_worst,coll_enc_max,coll_enc_p95,coll_dec_max,coll_dec_p95,coll_fb_max,coll_fb_p95,enc_part_nuked_n_worst,enc_part_nuked_frac_worst,enc_part_nuked_frac_mean,coll_enc_max_worst,coll_enc_p95_worst,coll_dec_max_worst,coll_dec_p95_worst,coll_fb_max_worst,coll_fb_p95_worst
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-001_sess-1_3event.csv,session-1/v5-9cat_sub-001_sess-1_3event.csv,,348945514833446,1010.4890785424255,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-001_sess-1_3event_rank01_seed348945514833446_obj1010.4891.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.27810994256963095,0.16397411456664934,0.04342075817960656,0.25067970634834524,0.16863826047655792,0.0443095651811316,0.25947027547046303,0.16078421938458937,0.04515777200376543,0.25917971840240966,0.1646439324055597,0.04587034824077182,0.2208663178700171,0.16360118161499354,0.04282189645292916,0.2370741590725091,0.16393821886092352,0.043624925997729144,0.7799995948111577,0.2101898561310559,0.05993263901015147,9.888888888888891,0.0,9.888888888888891,0.0,0.7799995948111577,0.2101898561310559,0.7799995948111577,0.2101898561310559,0.25067970634834524,0.16863826047655792,0.25917971840240966,0.1646439324055597,0.2370741590725091,0.16393821886092352,0.0,0.0,0.0,0.25067970634834524,0.16863826047655792,0.25917971840240966,0.1646439324055597,0.2370741590725091,0.16393821886092352
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-002_sess-1_3event.csv,session-1/v5-9cat_sub-002_sess-1_3event.csv,,3080397590165208,1011.379137862184,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-002_sess-1_3event_rank01_seed3080397590165208_obj1011.3791.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.2623430412212392,0.16484339347210705,0.04335900533076074,0.2488776065930925,0.16679209435831627,0.044422445764165985,0.24887001901322708,0.1617152947823422,0.04507081709966803,0.2558735196254214,0.16499988432604043,0.0459738993064177,0.22995230418419033,0.15986950185550608,0.04272569311863881,0.24574652129037114,0.16031894420018789,0.04367510317315155,0.781757657556636,0.2104812556278887,0.05997131877396161,10.777777777777777,0.0,10.777777777777777,0.0,0.781757657556636,0.2104812556278887,0.781757657556636,0.2104812556278887,0.2488776065930925,0.16679209435831627,0.2558735196254214,0.16499988432604043,0.24574652129037114,0.16031894420018789,0.0,0.0,0.0,0.2488776065930925,0.16679209435831627,0.2558735196254214,0.16499988432604043,0.24574652129037114,0.16031894420018789
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-003_sess-1_3event.csv,session-1/v5-9cat_sub-003_sess-1_3event.csv,,1618514332528879,1009.6029876147811,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-003_sess-1_3event_rank01_seed1618514332528879_obj1009.6030.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.276699644842166,0.15932796940853555,0.043656964872949816,0.24355523492618944,0.1624112225973094,0.04474732873079401,0.26944427085097333,0.16264508670648653,0.04536288983656071,0.26650907215749065,0.1640861006263059,0.046203241066626155,0.22886362547462352,0.1580598024449661,0.04298836215941489,0.24019215267286576,0.159262841209936,0.04388758261257406,0.7825140514892907,0.21173058903646408,0.06047080539943053,9.000000000000004,0.0,9.000000000000004,0.0,0.7825140514892907,0.21173058903646408,0.7825140514892907,0.21173058903646408,0.24355523492618944,0.1624112225973094,0.26650907215749065,0.1640861006263059,0.24019215267286576,0.159262841209936,0.0,0.0,0.0,0.24355523492618944,0.1624112225973094,0.26650907215749065,0.1640861006263059,0.24019215267286576,0.159262841209936
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-004_sess-1_3event.csv,session-1/v5-9cat_sub-004_sess-1_3event.csv,,709295677880986,1011.3791502873934,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-004_sess-1_3event_rank01_seed709295677880986_obj1011.3792.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.2796736829078172,0.16035849415347275,0.04339924451477517,0.2514207867323419,0.16166698245681857,0.044531440807845615,0.2607167361426072,0.15867938601021503,0.04511148590660892,0.2598364643068858,0.1636615439289166,0.04592185171940959,0.22405292126248288,0.15464485180296483,0.04279266357307154,0.23228343973135057,0.1560642385684594,0.04370982801133236,0.7824177528408851,0.21016363319514553,0.060171975199714206,10.777777777777779,0.0,10.777777777777779,0.0,0.7824177528408851,0.21016363319514553,0.7824177528408851,0.21016363319514553,0.2514207867323419,0.16166698245681857,0.2598364643068858,0.1636615439289166,0.23228343973135057,0.1560642385684594,0.0,0.0,0.0,0.2514207867323419,0.16166698245681857,0.2598364643068858,0.1636615439289166,0.23228343973135057,0.1560642385684594
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-005_sess-1_3event.csv,session-1/v5-9cat_sub-005_sess-1_3event.csv,,4255426452241175,1010.491183991483,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-005_sess-1_3event_rank01_seed4255426452241175_obj1010.4912.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.2725152601765195,0.15526007944846967,0.043483127251716006,0.2480323912306987,0.1601827740753972,0.04468323387399461,0.2614310256687357,0.16296786530320911,0.04516402158232719,0.26135287044309524,0.16589413598822866,0.04608553820188393,0.23143814879441185,0.15811516695847683,0.042909582123054874,0.24865003144033782,0.16029519739849796,0.04403428404598262,0.78220844368582,0.21119088075116768,0.0605997087199307,9.88888888888889,0.0,9.88888888888889,0.0,0.78220844368582,0.21119088075116768,0.78220844368582,0.21119088075116768,0.2480323912306987,0.1601827740753972,0.26135287044309524,0.16589413598822866,0.24865003144033782,0.16029519739849796,0.0,0.0,0.0,0.2480323912306987,0.1601827740753972,0.26135287044309524,0.16589413598822866,0.24865003144033782,0.16029519739849796
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-006_sess-1_3event.csv,session-1/v5-9cat_sub-006_sess-1_3event.csv,,1592985033941021,1010.4910060319745,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-006_sess-1_3event_rank01_seed1592985033941021_obj1010.4910.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.27031189117473764,0.1665332969446897,0.043493279204248766,0.2541286991686293,0.16559742940325706,0.044579773062991386,0.2654289890783977,0.16446365417145561,0.04522362824400507,0.2651697283200161,0.16785371848222969,0.046082599612446914,0.23915889178870176,0.1630064991991984,0.042920839601992514,0.24299466210527998,0.1643748022105574,0.04388526315029667,0.7826893901070568,0.21077244803203152,0.06041790139198537,9.88888888888889,0.0,9.88888888888889,0.0,0.7826893901070568,0.21077244803203152,0.7826893901070568,0.21077244803203152,0.2541286991686293,0.16559742940325706,0.2651697283200161,0.16785371848222969,0.24299466210527998,0.1643748022105574,0.0,0.0,0.0,0.2541286991686293,0.16559742940325706,0.2651697283200161,0.16785371848222969,0.24299466210527998,0.1643748022105574
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-007_sess-1_3event.csv,session-1/v5-9cat_sub-007_sess-1_3event.csv,,2299563577670496,1010.4889931563678,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-007_sess-1_3event_rank01_seed2299563577670496_obj1010.4890.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.25626826216769144,0.1582341432144204,0.04355718107997547,0.2477521282414501,0.16281927915129274,0.04455261738164762,0.257619764433837,0.1589159612949847,0.04531087848752337,0.257220342597325,0.16210959371436212,0.046133423064275994,0.23595380111554196,0.15703743781974497,0.042974666306303325,0.2428543084089612,0.15625439643885936,0.04391623279097943,0.7798443405742418,0.21018209719178635,0.06025886905637161,9.88888888888889,0.0,9.88888888888889,0.0,0.7798443405742418,0.21018209719178635,0.7798443405742418,0.21018209719178635,0.2477521282414501,0.16281927915129274,0.257220342597325,0.16210959371436212,0.2428543084089612,0.15625439643885936,0.0,0.0,0.0,0.2477521282414501,0.16281927915129274,0.257220342597325,0.16210959371436212,0.2428543084089612,0.15625439643885936
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-008_sess-1_3event.csv,session-1/v5-9cat_sub-008_sess-1_3event.csv,,3398438236284385,1009.6036630718595,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-008_sess-1_3event_rank01_seed3398438236284385_obj1009.6037.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.26049691528222674,0.1597152914403865,0.04353426314197638,0.24990023352505722,0.1644020687261578,0.044670757299951076,0.24956598902077798,0.16043479121364956,0.04525520166034572,0.2583073584159829,0.16612471262464312,0.04606519523497154,0.23287989945045254,0.16017081355898305,0.042893365224770164,0.2414842435865514,0.16197582887641065,0.04379636498228052,0.785820280511057,0.21075293160395683,0.06032079298933958,9.000000000000002,0.0,9.000000000000002,0.0,0.785820280511057,0.21075293160395683,0.785820280511057,0.21075293160395683,0.24990023352505722,0.1644020687261578,0.2583073584159829,0.16612471262464312,0.2414842435865514,0.16197582887641065,0.0,0.0,0.0,0.24990023352505722,0.1644020687261578,0.2583073584159829,0.16612471262464312,0.2414842435865514,0.16197582887641065
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-009_sess-1_3event.csv,session-1/v5-9cat_sub-009_sess-1_3event.csv,,493710234126754,1010.4922988286592,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-009_sess-1_3event_rank01_seed493710234126754_obj1010.4923.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.27052266247660517,0.16276504849059056,0.04350829133532366,0.2512482167082659,0.16411248007278365,0.04465382506274154,0.2782308068884143,0.16532512298450594,0.04517582932039528,0.27676677682535156,0.16965205242536852,0.04601267038262993,0.25168758167348565,0.16174342357049065,0.04289605897047517,0.2550480389339628,0.1622054101507342,0.04386864446977391,0.7848046831319782,0.21100759820425213,0.0603718777459559,9.88888888888889,0.0,9.88888888888889,0.0,0.7848046831319782,0.21100759820425213,0.7848046831319782,0.21100759820425213,0.2512482167082659,0.16411248007278365,0.27676677682535156,0.16965205242536852,0.2550480389339628,0.1622054101507342,0.0,0.0,0.0,0.2512482167082659,0.16411248007278365,0.27676677682535156,0.16965205242536852,0.2550480389339628,0.1622054101507342
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat\session-1\v5-9cat_sub-010_sess-1_3event.csv,session-1/v5-9cat_sub-010_sess-1_3event.csv,,2789860347556203,1010.4868858485852,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\v5-9cat_top5\session-1\v5-9cat_sub-010_sess-1_3event_rank01_seed2789860347556203_obj1010.4869.csv,uniform,uniform,0.5,1.5,1.0,1.5,2.0,2.0,0.26895094212199494,0.16424487982222657,0.04342564483642415,0.2510450209621347,0.16398816526853202,0.04446461379371622,0.24876090763738315,0.16802017742207467,0.04511842280435471,0.24933371662105497,0.16923341973785835,0.04590049441200652,0.23439923426236817,0.15936206370769912,0.04281958878001223,0.24560736488467882,0.16135100028980603,0.04373416025223789,0.779391215528296,0.2083013519321591,0.06008116916625357,9.88888888888889,0.0,9.88888888888889,0.0,0.779391215528296,0.2083013519321591,0.779391215528296,0.2083013519321591,0.2510450209621347,0.16398816526853202,0.24933371662105497,0.16923341973785835,0.24560736488467882,0.16135100028980603,0.0,0.0,0.0,0.2510450209621347,0.16398816526853202,0.24933371662105497,0.16923341973785835,0.24560736488467882,0.16135100028980603
