template_csv,template_rel,iter_idx,seed,stage1_obj,rank_stage1,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape,enc_raw_max_worst,enc_raw_p95_worst,enc_raw_mean,enc_part_max_worst,enc_part_p95_worst,enc_part_mean,dec_raw_max_worst,dec_raw_p95_worst,dec_raw_mean,dec_part_max_worst,dec_part_p95_worst,dec_part_mean,fb_raw_max_worst,fb_raw_p95_worst,fb_raw_mean,fb_part_max_worst,fb_part_p95_worst,fb_part_mean,all_max_worst,all_p95_worst,all_mean,cov_chi2,cov_minbin,cov_chi2_worst,cov_minbin_worst,coll_max,coll_p95,coll_max_worst,coll_p95_worst,coll_enc_max,coll_enc_p95,coll_dec_max,coll_dec_p95,coll_fb_max,coll_fb_p95,enc_part_nuked_n_worst,enc_part_nuked_frac_worst,enc_part_nuked_frac_mean,coll_enc_max_worst,coll_enc_p95_worst,coll_dec_max_worst,coll_dec_p95_worst,coll_fb_max_worst,coll_fb_p95_worst,id
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-052_sess-1_3event.csv,session-1/final_sub-052_sess-1_3event.csv,66,1.90507E+13,1010.490284,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-052_sess-1_3event_rank01_seed19050656151863_obj1010.4903.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.267364038,0.15878023,0.043348613,0.256485353,0.163625623,0.044365116,0.265623852,0.159701772,0.045167584,0.264382612,0.164962553,0.046041733,0.247705507,0.156878735,0.042799816,0.254269567,0.160211403,0.043773665,0.780556023,0.211117535,0.060097865,9.888888889,0,9.888888889,0,0.780556023,0.211117535,0.780556023,0.211117535,0.256485353,0.163625623,0.264382612,0.164962553,0.254269567,0.160211403,0,0,0,0.256485353,0.163625623,0.264382612,0.164962553,0.254269567,0.160211403,52
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-053_sess-1_3event.csv,session-1/final_sub-053_sess-1_3event.csv,461,3.60293E+15,1010.489317,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-053_sess-1_3event_rank01_seed3602930295758922_obj1010.4893.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.270237669,0.167448245,0.043385603,0.253353469,0.170054738,0.044298666,0.25617153,0.161068975,0.045187424,0.257417144,0.163480031,0.046049576,0.240301647,0.157915988,0.042826169,0.249028655,0.161320742,0.043675047,0.781267888,0.209794256,0.059965495,9.888888889,0,9.888888889,0,0.781267888,0.209794256,0.781267888,0.209794256,0.253353469,0.170054738,0.257417144,0.163480031,0.249028655,0.161320742,0,0,0,0.253353469,0.170054738,0.257417144,0.163480031,0.249028655,0.161320742,53
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-054_sess-1_3event.csv,session-1/final_sub-054_sess-1_3event.csv,71,2.63395E+15,1010.488413,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-054_sess-1_3event_rank01_seed2633947729819555_obj1010.4884.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.278399056,0.160306389,0.043399535,0.248273042,0.16916466,0.044472753,0.245841732,0.160257259,0.045112878,0.255791705,0.16340237,0.045797107,0.222320272,0.161139066,0.042759435,0.253510076,0.164015321,0.043487146,0.781955796,0.208546097,0.059898678,9.888888889,0,9.888888889,0,0.781955796,0.208546097,0.781955796,0.208546097,0.248273042,0.16916466,0.255791705,0.16340237,0.253510076,0.164015321,0,0,0,0.248273042,0.16916466,0.255791705,0.16340237,0.253510076,0.164015321,54
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-055_sess-1_3event.csv,session-1/final_sub-055_sess-1_3event.csv,170,1.26015E+15,1011.378476,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-055_sess-1_3event_rank01_seed1260145136424238_obj1011.3785.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.279076521,0.162319654,0.043330112,0.244016402,0.164053423,0.044248321,0.270381003,0.163829096,0.04508229,0.26831997,0.169458696,0.045843717,0.243522244,0.161338349,0.042724532,0.246929409,0.160066939,0.043524305,0.779398697,0.210998458,0.059782473,10.77777778,0,10.77777778,0,0.779398697,0.210998458,0.779398697,0.210998458,0.244016402,0.164053423,0.26831997,0.169458696,0.246929409,0.160066939,0,0,0,0.244016402,0.164053423,0.26831997,0.169458696,0.246929409,0.160066939,55
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-056_sess-1_3event.csv,session-1/final_sub-056_sess-1_3event.csv,60,3.89722E+15,1011.380123,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-056_sess-1_3event_rank01_seed3897223984636939_obj1011.3801.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.265766317,0.156150894,0.043386719,0.241552224,0.161910425,0.044463807,0.244010896,0.161424287,0.045080051,0.243350829,0.164547804,0.045895187,0.231921096,0.160352423,0.042772527,0.237300949,0.158937164,0.043698735,0.784043704,0.210323105,0.060098562,10.77777778,0,10.77777778,0,0.784043704,0.210323105,0.784043704,0.210323105,0.241552224,0.161910425,0.243350829,0.164547804,0.237300949,0.158937164,0,0,0,0.241552224,0.161910425,0.243350829,0.164547804,0.237300949,0.158937164,56
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-057_sess-1_3event.csv,session-1/final_sub-057_sess-1_3event.csv,2,1.06799E+15,1009.600356,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-057_sess-1_3event_rank01_seed1067993696971481_obj1009.6004.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.267022377,0.163591923,0.043464831,0.244648036,0.167005687,0.044480161,0.261325309,0.159381748,0.045209682,0.264044848,0.164410394,0.045967635,0.237182049,0.16396848,0.042848871,0.243937982,0.168343543,0.04379203,0.781103253,0.20980426,0.060021881,9,0,9,0,0.781103253,0.20980426,0.781103253,0.20980426,0.244648036,0.167005687,0.264044848,0.164410394,0.243937982,0.168343543,0,0,0,0.244648036,0.167005687,0.264044848,0.164410394,0.243937982,0.168343543,57
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-058_sess-1_3event.csv,session-1/final_sub-058_sess-1_3event.csv,37,2.08403E+15,1009.602442,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-058_sess-1_3event_rank01_seed2084029311069214_obj1009.6024.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.262479662,0.165675934,0.04341419,0.245717865,0.168726595,0.044475822,0.249099215,0.159508258,0.045111538,0.250808608,0.164888519,0.045847796,0.22553467,0.161974583,0.042792189,0.24448248,0.16452787,0.04362015,0.783545989,0.210669236,0.060128033,9,0,9,0,0.783545989,0.210669236,0.783545989,0.210669236,0.245717865,0.168726595,0.250808608,0.164888519,0.24448248,0.16452787,0,0,0,0.245717865,0.168726595,0.250808608,0.164888519,0.24448248,0.16452787,58
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-059_sess-1_3event.csv,session-1/final_sub-059_sess-1_3event.csv,424,2.88288E+15,1009.603613,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-059_sess-1_3event_rank01_seed2882882835622985_obj1009.6036.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.271196536,0.159718692,0.043317408,0.25633239,0.162913098,0.044495593,0.247383818,0.16584797,0.045119261,0.248216364,0.167624588,0.046120842,0.236642969,0.157898638,0.04272442,0.240639544,0.160859694,0.043710374,0.781510096,0.212857835,0.060069586,9,0,9,0,0.781510096,0.212857835,0.781510096,0.212857835,0.25633239,0.162913098,0.248216364,0.167624588,0.240639544,0.160859694,0,0,0,0.25633239,0.162913098,0.248216364,0.167624588,0.240639544,0.160859694,59
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-060_sess-1_3event.csv,session-1/final_sub-060_sess-1_3event.csv,286,3.66164E+15,1010.486426,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-060_sess-1_3event_rank01_seed3661637188878898_obj1010.4864.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.262998953,0.161601395,0.043359376,0.248142352,0.165308959,0.044322009,0.259634531,0.159323696,0.045108383,0.256905541,0.16352114,0.045870475,0.241140855,0.155622228,0.042754397,0.240948124,0.158664551,0.043666437,0.779264587,0.207904959,0.059789419,9.888888889,0,9.888888889,0,0.779264587,0.207904959,0.779264587,0.207904959,0.248142352,0.165308959,0.256905541,0.16352114,0.240948124,0.158664551,0,0,0,0.248142352,0.165308959,0.256905541,0.16352114,0.240948124,0.158664551,60
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-061_sess-1_3event.csv,session-1/final_sub-061_sess-1_3event.csv,438,2.32619E+14,1012.267161,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-061_sess-1_3event_rank01_seed232619453856706_obj1012.2672.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.266227593,0.158110072,0.04339484,0.244039919,0.162610094,0.044542449,0.26293544,0.161236341,0.045137152,0.26218028,0.166251946,0.045904343,0.230665045,0.156965003,0.042793885,0.236054362,0.160900907,0.043707727,0.782191667,0.209398523,0.060101756,11.66666667,0,11.66666667,0,0.782191667,0.209398523,0.782191667,0.209398523,0.244039919,0.162610094,0.26218028,0.166251946,0.236054362,0.160900907,0,0,0,0.244039919,0.162610094,0.26218028,0.166251946,0.236054362,0.160900907,61
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-062_sess-1_3event.csv,session-1/final_sub-062_sess-1_3event.csv,31,2.92842E+15,1010.493501,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-062_sess-1_3event_rank01_seed2928418814230118_obj1010.4935.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.2621047,0.161018779,0.043600753,0.243481397,0.1632624,0.044910453,0.261972169,0.16610355,0.045262819,0.260077028,0.172131093,0.046364883,0.23435906,0.159834671,0.042948684,0.236598885,0.162957243,0.044133741,0.780269728,0.214476751,0.060585907,9.888888889,0,9.888888889,0,0.780269728,0.214476751,0.780269728,0.214476751,0.243481397,0.1632624,0.260077028,0.172131093,0.236598885,0.162957243,0,0,0,0.243481397,0.1632624,0.260077028,0.172131093,0.236598885,0.162957243,62
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-063_sess-1_3event.csv,session-1/final_sub-063_sess-1_3event.csv,268,2.03696E+15,1008.710692,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-063_sess-1_3event_rank01_seed2036962771870251_obj1008.7107.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.260275983,0.166134891,0.043444652,0.250726173,0.166540533,0.044511106,0.275565536,0.15987806,0.045198968,0.27340358,0.164463474,0.046024352,0.249462152,0.160912912,0.042862688,0.252380608,0.161426933,0.043782341,0.781788529,0.208686791,0.059935483,8.111111111,0,8.111111111,0,0.781788529,0.208686791,0.781788529,0.208686791,0.250726173,0.166540533,0.27340358,0.164463474,0.252380608,0.161426933,0,0,0,0.250726173,0.166540533,0.27340358,0.164463474,0.252380608,0.161426933,63
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-064_sess-1_3event.csv,session-1/final_sub-064_sess-1_3event.csv,121,8.61405E+14,1010.488525,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-064_sess-1_3event_rank01_seed861405398208563_obj1010.4885.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.259889857,0.155170915,0.043494707,0.264529469,0.15958972,0.044543894,0.260447573,0.159051594,0.045252661,0.259470062,0.16587299,0.046065568,0.247197078,0.156351526,0.042956531,0.250922219,0.160520369,0.043959566,0.783115394,0.208078035,0.060302723,9.888888889,0,9.888888889,0,0.783115394,0.208078035,0.783115394,0.208078035,0.264529469,0.15958972,0.259470062,0.16587299,0.250922219,0.160520369,0,0,0,0.264529469,0.15958972,0.259470062,0.16587299,0.250922219,0.160520369,64
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-065_sess-1_3event.csv,session-1/final_sub-065_sess-1_3event.csv,486,3.83711E+15,1009.597053,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-065_sess-1_3event_rank01_seed3837109213293592_obj1009.5971.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.26765545,0.161030932,0.043325821,0.256270503,0.164060697,0.04437324,0.260867749,0.163679744,0.04504662,0.263881315,0.166400245,0.045804268,0.237091915,0.156321209,0.042687132,0.251412284,0.160889581,0.043501752,0.777927878,0.208089351,0.059931076,9,0,9,0,0.777927878,0.208089351,0.777927878,0.208089351,0.256270503,0.164060697,0.263881315,0.166400245,0.251412284,0.160889581,0,0,0,0.256270503,0.164060697,0.263881315,0.166400245,0.251412284,0.160889581,65
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-066_sess-1_3event.csv,session-1/final_sub-066_sess-1_3event.csv,420,1.20612E+15,1010.491648,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-066_sess-1_3event_rank01_seed1206124145362001_obj1010.4916.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.268795866,0.161532213,0.043441133,0.260369859,0.162424516,0.044399902,0.279395136,0.159255903,0.045163215,0.277965601,0.163363523,0.045867774,0.238867211,0.160568283,0.042811158,0.247277253,0.159074112,0.043556621,0.784091047,0.210713608,0.060020984,9.888888889,0,9.888888889,0,0.784091047,0.210713608,0.784091047,0.210713608,0.260369859,0.162424516,0.277965601,0.163363523,0.247277253,0.159074112,0,0,0,0.260369859,0.162424516,0.277965601,0.163363523,0.247277253,0.159074112,66
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-067_sess-1_3event.csv,session-1/final_sub-067_sess-1_3event.csv,47,2.41602E+15,1009.600441,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-067_sess-1_3event_rank01_seed2416020583040052_obj1009.6004.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.268288171,0.162693067,0.043613722,0.249039025,0.169419985,0.044542049,0.258808794,0.166447123,0.045325825,0.26079989,0.168023398,0.04605219,0.242298209,0.1610101,0.043010345,0.262046842,0.166440105,0.043851964,0.783908334,0.208486636,0.060361239,9,0,9,0,0.783908334,0.208486636,0.783908334,0.208486636,0.249039025,0.169419985,0.26079989,0.168023398,0.262046842,0.166440105,0,0,0,0.249039025,0.169419985,0.26079989,0.168023398,0.262046842,0.166440105,67
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-068_sess-1_3event.csv,session-1/final_sub-068_sess-1_3event.csv,479,3.55042E+15,1008.712792,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-068_sess-1_3event_rank01_seed3550417012219562_obj1008.7128.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.258336413,0.161267361,0.043544382,0.253183168,0.165428082,0.044628282,0.253956301,0.165281689,0.045278949,0.254660992,0.167258657,0.046070824,0.244884135,0.159122269,0.042951173,0.255241517,0.164973699,0.043849216,0.779034655,0.212163878,0.060323859,8.111111111,0,8.111111111,0,0.779034655,0.212163878,0.779034655,0.212163878,0.253183168,0.165428082,0.254660992,0.167258657,0.255241517,0.164973699,0,0,0,0.253183168,0.165428082,0.254660992,0.167258657,0.255241517,0.164973699,68
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-069_sess-1_3event.csv,session-1/final_sub-069_sess-1_3event.csv,26,7.52618E+13,1011.377412,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-069_sess-1_3event_rank01_seed75261794784733_obj1011.3774.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.278893814,0.157217511,0.0434199,0.249262038,0.161434603,0.044366847,0.264194141,0.159986918,0.045197411,0.262504709,0.162626487,0.045898659,0.23572022,0.158399124,0.042806606,0.240168672,0.156873878,0.04364656,0.779683521,0.209792849,0.060081976,10.77777778,0,10.77777778,0,0.779683521,0.209792849,0.779683521,0.209792849,0.249262038,0.161434603,0.262504709,0.162626487,0.240168672,0.156873878,0,0,0,0.249262038,0.161434603,0.262504709,0.162626487,0.240168672,0.156873878,69
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-070_sess-1_3event.csv,session-1/final_sub-070_sess-1_3event.csv,324,3.21027E+15,1010.493039,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-070_sess-1_3event_rank01_seed3210274232794130_obj1010.4930.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.267389269,0.162137596,0.043424838,0.247689023,0.163680131,0.04454248,0.273342461,0.16386959,0.045177667,0.271939301,0.164658767,0.046050236,0.245510194,0.159651986,0.042780412,0.247507358,0.162528128,0.04373809,0.786083702,0.211108662,0.059896395,9.888888889,0,9.888888889,0,0.786083702,0.211108662,0.786083702,0.211108662,0.247689023,0.163680131,0.271939301,0.164658767,0.247507358,0.162528128,0,0,0,0.247689023,0.163680131,0.271939301,0.164658767,0.247507358,0.162528128,70
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-071_sess-1_3event.csv,session-1/final_sub-071_sess-1_3event.csv,310,1.75704E+15,1010.489646,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-071_sess-1_3event_rank01_seed1757041881110140_obj1010.4896.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.270492797,0.161817008,0.043358226,0.251563004,0.166594894,0.044548207,0.266373679,0.163009969,0.045071264,0.265688142,0.166146579,0.045950541,0.241280651,0.164571669,0.042723178,0.245281854,0.166492289,0.043735855,0.783389075,0.209062143,0.059961185,9.888888889,0,9.888888889,0,0.783389075,0.209062143,0.783389075,0.209062143,0.251563004,0.166594894,0.265688142,0.166146579,0.245281854,0.166492289,0,0,0,0.251563004,0.166594894,0.265688142,0.166146579,0.245281854,0.166492289,71
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-072_sess-1_3event.csv,session-1/final_sub-072_sess-1_3event.csv,273,3.4213E+15,1009.599628,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-072_sess-1_3event_rank01_seed3421302530877074_obj1009.5996.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.276115972,0.165747337,0.043305369,0.240831529,0.166387393,0.044319451,0.247199984,0.159397294,0.04501721,0.249246628,0.163661388,0.045808893,0.22056248,0.163053865,0.042640488,0.2323253,0.16314474,0.043448745,0.77996038,0.209647541,0.059560491,9,0,9,0,0.77996038,0.209647541,0.77996038,0.209647541,0.240831529,0.166387393,0.249246628,0.163661388,0.2323253,0.16314474,0,0,0,0.240831529,0.166387393,0.249246628,0.163661388,0.2323253,0.16314474,72
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-073_sess-1_3event.csv,session-1/final_sub-073_sess-1_3event.csv,300,4.70699E+14,1009.60059,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-073_sess-1_3event_rank01_seed470699063093253_obj1009.6006.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.259841683,0.162121443,0.04347035,0.252361967,0.163082862,0.044613313,0.25872519,0.161763388,0.045156718,0.258008043,0.168729079,0.04603602,0.233771357,0.157192311,0.042867489,0.241729921,0.158194108,0.043917406,0.784917645,0.208130991,0.060192679,9,0,9,0,0.784917645,0.208130991,0.784917645,0.208130991,0.252361967,0.163082862,0.258008043,0.168729079,0.241729921,0.158194108,0,0,0,0.252361967,0.163082862,0.258008043,0.168729079,0.241729921,0.158194108,73
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-074_sess-1_3event.csv,session-1/final_sub-074_sess-1_3event.csv,497,1.44604E+15,1010.489589,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-074_sess-1_3event_rank01_seed1446043370117593_obj1010.4896.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.274270304,0.157221512,0.043347281,0.252869584,0.160872567,0.044349461,0.275706684,0.163026829,0.045103067,0.276259949,0.165390539,0.045872782,0.242572821,0.161397973,0.042796893,0.249246937,0.161073838,0.043722907,0.781912132,0.209743643,0.06001232,9.888888889,0,9.888888889,0,0.781912132,0.209743643,0.781912132,0.209743643,0.252869584,0.160872567,0.276259949,0.165390539,0.249246937,0.161073838,0,0,0,0.252869584,0.160872567,0.276259949,0.165390539,0.249246937,0.161073838,74
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-075_sess-1_3event.csv,session-1/final_sub-075_sess-1_3event.csv,432,2.17805E+15,1010.488019,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-075_sess-1_3event_rank01_seed2178049830130320_obj1010.4880.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.27306635,0.161569194,0.043507213,0.250998546,0.162429039,0.044582574,0.250762654,0.159598502,0.045281491,0.249259096,0.161321778,0.046131668,0.237270921,0.159360811,0.042925943,0.248391043,0.161779568,0.043926367,0.780049239,0.209105421,0.060106496,9.888888889,0,9.888888889,0,0.780049239,0.209105421,0.780049239,0.209105421,0.250998546,0.162429039,0.249259096,0.161321778,0.248391043,0.161779568,0,0,0,0.250998546,0.162429039,0.249259096,0.161321778,0.248391043,0.161779568,75
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-076_sess-1_3event.csv,session-1/final_sub-076_sess-1_3event.csv,80,5.7913E+14,1010.487872,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-076_sess-1_3event_rank01_seed579129810384299_obj1010.4879.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.283103872,0.157673064,0.043379341,0.248104113,0.160577712,0.044458506,0.258652521,0.161731415,0.045103822,0.257563053,0.164267368,0.045899415,0.232296405,0.1582127,0.042756068,0.236518524,0.158579274,0.043654109,0.785197454,0.206383972,0.059790633,9.888888889,0,9.888888889,0,0.785197454,0.206383972,0.785197454,0.206383972,0.248104113,0.160577712,0.257563053,0.164267368,0.236518524,0.158579274,0,0,0,0.248104113,0.160577712,0.257563053,0.164267368,0.236518524,0.158579274,76
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-077_sess-1_3event.csv,session-1/final_sub-077_sess-1_3event.csv,48,4.11713E+15,1009.604171,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-077_sess-1_3event_rank01_seed4117134224365667_obj1009.6042.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.2622731,0.161754149,0.043397271,0.239950302,0.166492071,0.044439081,0.254909025,0.16068791,0.045147959,0.256812772,0.167778105,0.046012732,0.232539171,0.158727069,0.042806077,0.243940099,0.160259757,0.043650759,0.78614006,0.211101024,0.059924491,9,0,9,0,0.78614006,0.211101024,0.78614006,0.211101024,0.239950302,0.166492071,0.256812772,0.167778105,0.243940099,0.160259757,0,0,0,0.239950302,0.166492071,0.256812772,0.167778105,0.243940099,0.160259757,77
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-078_sess-1_3event.csv,session-1/final_sub-078_sess-1_3event.csv,390,3.06984E+15,1010.489661,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-078_sess-1_3event_rank01_seed3069837720485923_obj1010.4897.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.270897532,0.165600765,0.043400171,0.244328938,0.165966377,0.044394933,0.262833639,0.159826704,0.045156952,0.261467412,0.164426884,0.045849505,0.231232801,0.162697341,0.042854297,0.237108911,0.16110835,0.043737761,0.784198753,0.208672468,0.060016345,9.888888889,0,9.888888889,0,0.784198753,0.208672468,0.784198753,0.208672468,0.244328938,0.165966377,0.261467412,0.164426884,0.237108911,0.16110835,0,0,0,0.244328938,0.165966377,0.261467412,0.164426884,0.237108911,0.16110835,78
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-079_sess-1_3event.csv,session-1/final_sub-079_sess-1_3event.csv,475,1.62919E+15,1010.489173,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-079_sess-1_3event_rank01_seed1629188318550768_obj1010.4892.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.271910689,0.159188391,0.043513809,0.240081227,0.158514655,0.044644279,0.257766626,0.162811174,0.045234372,0.256880873,0.164375277,0.046226491,0.225630167,0.157700837,0.042906782,0.24199379,0.159265294,0.043972322,0.780603847,0.209981692,0.060315812,9.888888889,0,9.888888889,0,0.780603847,0.209981692,0.780603847,0.209981692,0.240081227,0.158514655,0.256880873,0.164375277,0.24199379,0.159265294,0,0,0,0.240081227,0.158514655,0.256880873,0.164375277,0.24199379,0.159265294,79
C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final\session-1\final_sub-080_sess-1_3event.csv,session-1/final_sub-080_sess-1_3event.csv,264,3.28465E+15,1009.600643,0,C:\Users\arech\repos\novel_concept_learning_fMRI\experimental_task\task_designs\final_top5\session-1\final_sub-080_sess-1_3event_rank01_seed3284653752931961_obj1009.6006.csv,uniform,uniform,0.5,1.5,1,1.5,2,2,0.267045656,0.161329309,0.043343528,0.248156602,0.162964595,0.044477739,0.273842667,0.163324389,0.045089319,0.274047075,0.165454092,0.046022728,0.22874527,0.155844095,0.042744026,0.250024875,0.158137379,0.043661665,0.782397833,0.209444358,0.059970053,9,0,9,0,0.782397833,0.209444358,0.782397833,0.209444358,0.248156602,0.162964595,0.274047075,0.165454092,0.250024875,0.158137379,0,0,0,0.248156602,0.162964595,0.274047075,0.165454092,0.250024875,0.158137379,80
