trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,,Fixation,,1.4969172477722168,,,fixation,10.0,run_start,1.787184238433838,0.0,0.0,0.5823826789855957,hidden,0.5823826789855957,0.0,1.2048015594482422,fixation,0.0
1,1,2.0,Incongruent,2_0.776_0.265.png,1.0705540180206299,0.775,0.271,,,,7.141203343868256,3.2841014862060547,1.0,1.008171796798706,hidden,5.29227352142334,3.5,0.6330315470695496,fixation,1.0
2,1,9.0,Medium,9_0.388_0.367.png,1.17983877658844,0.395,0.364,,,,8.058278441429138,11.495859146118164,1.0,1.3637006282806396,hidden,13.859559059143066,3.5,1.1945778131484985,fixation,1.0
3,1,1.0,Medium,1_0.612_0.531.png,1.3771934509277344,0.612,0.524,,,,7.4867337346076965,20.733976364135742,1.0,1.4643162488937378,hidden,23.198291778564453,3.5,0.5224174857139587,fixation,1.0
4,1,8.0,Congruent,8_0.796_0.939.png,1.456024408340454,0.791,0.931,,,,7.467815041542053,29.597904205322266,1.0,1.3715057373046875,hidden,31.969409942626953,3.5,0.5963093042373657,fixation,1.0
5,1,11.0,Congruent,11_0.327_0.469.png,1.4755549430847168,0.324,0.46,,,,7.254463255405426,38.52174377441406,1.0,0.9773448705673218,hidden,40.499088287353516,3.5,0.7771183848381042,fixation,1.0
6,1,8.0,Congruent,8_0.816_0.837.png,1.0013524293899536,0.814,0.836,,,,7.451371550559998,47.25176239013672,1.0,1.118038296699524,hidden,49.36980056762695,3.5,0.8333332538604736,fixation,1.0
7,1,1.0,Medium,1_0.755_0.306.png,1.3435968160629272,0.762,0.299,,,,7.4608418345451355,55.70448303222656,1.0,1.4574476480484009,hidden,58.16193389892578,3.5,0.5033941864967346,fixation,1.0
8,1,18.0,Incongruent,18_0.510_0.327.png,1.2927271127700806,0.502,0.33,,,,7.905573606491089,64.50892639160156,1.0,1.254697561264038,hidden,66.76361846923828,3.5,1.1508760452270508,fixation,1.0
9,1,20.0,Medium,20_0.612_1.000.png,1.4378989934921265,0.603,1.0,,,,7.345765173435211,73.70722198486328,1.0,1.1755425930023193,hidden,75.88276672363281,3.5,0.6702225804328918,fixation,1.0
