trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,2,Incongruent,2_0.796_0.388.png,1.1495192059699382,0.79,0.382,7.245524655702093,0.0,1.0,1.312701060516161,hidden,2.312701060516161,3.0,0.932823595185932,fixation,1.0
1,1,18,Incongruent,18_0.592_0.224.png,1.3430323166895288,0.596,0.231,7.752696239897167,8.39504386167203,1.0,1.3563031616442949,hidden,10.751347023316326,3.0,1.3963930782528704,fixation,1.0
2,1,8,Medium,8_0.449_0.592.png,1.0657004601823128,0.449,0.601,7.19213961972304,17.49077241825873,1.0,1.3548820393588548,hidden,19.845654457617584,3.0,0.8372575803641854,fixation,1.0
3,1,1,Medium,1_0.796_0.245.png,1.4718153775370133,0.806,0.254,6.503219192501671,25.748612498164082,1.0,0.6770723597970758,hidden,27.42568485796116,3.0,0.8261468327045974,fixation,1.0
4,1,20,Congruent,20_0.551_0.878.png,1.4116074309695037,0.556,0.868,6.980244083680624,33.723647068202766,1.0,0.8150393129858886,hidden,35.538686381188654,3.0,1.1652047706947337,fixation,1.0
5,1,11,Congruent,11_0.102_0.469.png,1.4437917423603017,0.092,0.479,7.435749618913178,42.115498582852894,1.0,1.0416079795143678,hidden,44.15710656236726,3.0,1.394141639398809,fixation,1.0
6,1,22,Congruent,13b_0.531_0.755.png,1.3552344546978665,0.534,0.757,7.300940859956519,50.995039944126376,1.0,1.0703815131596852,hidden,53.065421457286064,3.0,1.2305593467968277,fixation,1.0
7,1,18,Incongruent,18_0.347_0.000.png,1.071279041607349,0.343,0.0,6.942282570970043,59.65121525878076,1.0,0.8285207239002131,hidden,61.47973598268097,3.0,1.1137618470698176,fixation,1.0
8,1,3,Incongruent,3_0.061_0.163.png,1.2645916524795042,0.067,0.16,7.029404059284872,67.66477687135816,1.0,0.8083483644257075,hidden,69.47312523578387,3.0,1.221055694859162,fixation,1.0
9,1,22,Congruent,13b_1.000_0.918.png,1.3918261892991488,1.0,0.916,7.001062424280164,75.95877258312254,1.0,0.8295368664310002,hidden,77.78830944955354,3.0,1.1715255578491681,fixation,1.0
10,1,11,Congruent,11_0.122_0.816.png,1.460850412203202,0.113,0.816,6.7938656657536285,84.35166119670185,1.0,0.8820681226093519,hidden,86.23372931931121,3.0,0.9117975431442673,fixation,1.0
11,1,9,Medium,9_0.061_0.531.png,1.3286366051233474,0.069,0.537,7.185012246849169,92.60637727465868,1.0,1.00861443351685,hidden,94.61499170817554,3.0,1.1763978133323132,fixation,1.0
12,1,11,Congruent,11_0.184_0.571.png,1.3479737970579186,0.193,0.579,7.589516690734143,101.1200261266312,1.0,1.201494982764701,hidden,103.3215211093959,3.0,1.3880217079694432,fixation,1.0
13,1,2,Incongruent,2_0.653_0.224.png,1.0680292836454495,0.663,0.219,7.798267707295707,110.05751661442326,1.0,1.33221626631604,hidden,112.3897328807393,3.0,1.4660514409796734,fixation,1.0
14,1,1,Medium,1_0.755_0.367.png,1.2341128504217989,0.746,0.374,6.999396669711388,118.92381360536442,1.0,1.1247668279665906,hidden,121.04858043333101,3.0,0.874629841744788,fixation,1.0
15,1,8,Medium,8_0.776_0.796.png,1.0982801435414473,0.775,0.804,6.507798281259582,127.1573231254976,1.0,0.5720220333403065,hidden,128.72934515883793,3.0,0.9357762479192417,fixation,1.0
16,1,22,Congruent,13b_0.714_0.571.png,1.345199753068407,0.72,0.565,7.357164981199162,134.76340155029862,1.0,1.2629777257468764,hidden,137.0263792760455,3.0,1.0941872554522951,fixation,1.0
17,1,8,Medium,8_1.000_0.653.png,1.246952095591405,1.0,0.646,6.973855571641053,143.4657662845662,1.0,1.1063182314815418,hidden,145.57208451604774,3.0,0.8675373401595186,fixation,1.0
18,1,3,Incongruent,3_0.286_0.143.png,1.3795154315264653,0.294,0.136,7.446510962384622,151.68657395179866,1.0,1.2527279344268027,hidden,153.93930188622548,3.0,1.1937830279578163,fixation,1.0
19,1,1,Medium,1_0.714_0.612.png,1.4348004318768406,0.721,0.619,6.325837375548758,160.51260034570976,1.0,0.8224392826122944,hidden,162.33503962832205,3.0,0.5033980929364557,fixation,1.0
20,1,18,Incongruent,18_0.102_0.449.png,1.401194215891536,0.111,0.445,7.416554241426013,168.27323815313537,1.0,1.4073243109514046,hidden,170.68056246408676,3.0,1.0092299304746075,fixation,1.0
21,1,9,Medium,9_0.061_0.184.png,1.4022162612843128,0.061,0.191,7.116029456585636,177.09098661045292,1.0,1.429510153035056,hidden,179.52049676348798,3.0,0.6865193035505721,fixation,1.0
22,1,2,Incongruent,2_0.694_0.490.png,1.4759150007490047,0.684,0.483,6.993099250832245,185.60923232832286,1.0,0.8929973153610522,hidden,187.5022296436839,3.0,1.100101935471197,fixation,1.0
23,1,9,Medium,9_0.143_0.388.png,1.1702796822298553,0.146,0.389,6.922082116417528,194.07824657990412,1.0,0.8763446643506446,hidden,195.95459124425477,3.0,1.0457374520668812,fixation,1.0
24,1,20,Congruent,20_0.510_0.245.png,1.2132796311917677,0.52,0.251,7.538506073370883,202.1706083785515,1.0,1.1155588807932921,hidden,204.28616725934478,3.0,1.4229471925775976,fixation,1.0
25,1,3,Incongruent,3_0.000_0.000.png,1.1239011020885603,0.0,0.009,7.08112594283719,210.92239408311414,1.0,1.3945812423547512,hidden,213.3169753254689,3.0,0.6865447004824302,fixation,1.0
