trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,,Fixation,,1.213001012802124,,,fixation,10.0,run_start,1.3356082439422607,0.0,0.0,0.7160316109657288,hidden,0.7160316109657288,0.0,0.619576632976532,fixation,0.0
1,1,18.0,Incongruent,18_0.265_0.408.png,1.032342553138733,0.273,0.404,,,,6.542625427246094,2.5486092567443848,1.0,0.6769695281982422,hidden,4.225578784942627,2.5,1.3656558990478516,fixation,1.0
2,1,11.0,Congruent,11_0.061_0.510.png,1.3221197128295898,0.066,0.505,,,,6.642806231975555,10.123577117919922,1.0,0.8168777823448181,hidden,11.940455436706543,2.5,1.3259284496307373,fixation,1.0
3,1,9.0,Medium,9_0.224_0.367.png,1.1754202842712402,0.227,0.371,,,,6.472440481185913,18.088502883911133,1.0,1.0919904708862305,hidden,20.18049430847168,2.5,0.8804500102996826,fixation,1.0
4,1,22.0,Congruent,13b_0.469_1.000.png,1.082517385482788,0.476,1.0,,,,6.601027727127075,25.736364364624023,1.0,0.7092982530593872,hidden,27.445661544799805,2.5,1.391729474067688,fixation,1.0
5,1,1.0,Medium,1_0.796_0.714.png,1.1762815713882446,0.802,0.718,,,,5.858484447002411,33.4199104309082,1.0,0.564877986907959,hidden,34.98478698730469,2.5,0.7936064600944519,fixation,1.0
6,1,2.0,Incongruent,2_0.592_0.327.png,1.4591401815414429,0.591,0.33,,,,6.657145798206329,40.454673767089844,1.0,1.1659111976623535,hidden,42.62058639526367,2.5,0.9912346005439758,fixation,1.0
7,1,1.0,Medium,1_0.735_0.082.png,1.37540602684021,0.734,0.083,,,,6.939626574516296,48.570960998535156,1.0,1.3941417932510376,hidden,50.96510314941406,2.5,1.0454847812652588,fixation,1.0
8,1,18.0,Incongruent,18_0.408_0.490.png,1.3801506757736206,0.406,0.486,,,,6.90010929107666,56.88599395751953,1.0,0.9821451902389526,hidden,58.86813735961914,2.5,1.4179641008377075,fixation,1.0
9,1,8.0,Incongruent,8_0.143_0.469.png,1.3471879959106445,0.142,0.465,,,,7.267338156700134,65.16625213623047,1.0,1.4049324989318848,hidden,67.5711898803711,2.5,1.3624056577682495,fixation,1.0
10,1,20.0,Medium,20_0.918_0.939.png,1.1028673648834229,0.925,0.943,,,,6.276454746723175,73.78077697753906,1.0,0.7719627022743225,hidden,75.55274200439453,2.5,1.0044920444488525,fixation,1.0
11,1,22.0,Congruent,13b_0.714_0.245.png,1.2723069190979004,0.706,0.249,,,,6.3073559403419495,81.16010284423828,1.0,1.1515576839447021,hidden,83.31166076660156,2.5,0.6557982563972473,fixation,1.0
12,1,18.0,Incongruent,18_0.449_0.184.png,1.3263274431228638,0.446,0.177,,,,7.074333429336548,88.73976135253906,1.0,1.1088066101074219,hidden,90.84857177734375,2.5,1.465526819229126,fixation,1.0
13,1,1.0,Medium,1_0.755_0.224.png,1.3964675664901733,0.753,0.229,,,,6.142954707145691,97.14042663574219,1.0,0.9664134979248047,hidden,99.10684204101562,2.5,0.6765412092208862,fixation,1.0
14,1,9.0,Medium,9_0.286_0.204.png,1.0543806552886963,0.286,0.208,,,,7.294688701629639,104.67984771728516,1.0,1.3167752027511597,hidden,106.99662017822266,2.5,1.477913498878479,fixation,1.0
15,1,2.0,Incongruent,2_0.531_0.102.png,1.4530575275421143,0.523,0.093,,,,6.3515976667404175,113.02891540527344,1.0,0.5206027030944824,hidden,114.54952239990234,2.5,1.330994963645935,fixation,1.0
16,1,8.0,Incongruent,8_0.408_0.265.png,1.2415817975997925,0.402,0.262,,,,6.693407475948334,120.83357238769531,1.0,0.6957085728645325,hidden,122.52928161621094,2.5,1.4976989030838013,fixation,1.0
17,1,20.0,Medium,20_0.633_0.612.png,1.1093984842300415,0.629,0.613,,,,6.8254218101501465,128.7685546875,1.0,1.3671969175338745,hidden,131.13575744628906,2.5,0.958224892616272,fixation,1.0
18,1,11.0,Congruent,11_0.469_0.653.png,1.015140414237976,0.475,0.658,,,,6.661963164806366,136.70338439941406,1.0,1.4772083759307861,hidden,139.1805877685547,2.5,0.6847547888755798,fixation,1.0
19,1,3.0,Congruent,3_0.102_0.408.png,1.428584098815918,0.099,0.404,,,,6.706055164337158,144.3804931640625,1.0,1.0300883054733276,hidden,146.4105682373047,2.5,1.1759668588638306,fixation,1.0
20,1,9.0,Medium,9_0.245_0.490.png,1.167810320854187,0.253,0.497,,,,6.671213388442993,152.51512145996094,1.0,1.1721755266189575,hidden,154.6873016357422,2.5,0.9990378618240356,fixation,1.0
21,1,8.0,Incongruent,8_0.020_0.694.png,1.358046531677246,0.016,0.686,,,,6.590686082839966,160.35414123535156,1.0,1.0707862377166748,hidden,162.42494201660156,2.5,1.019899845123291,fixation,1.0
22,1,3.0,Congruent,3_0.408_0.327.png,1.386818528175354,0.401,0.325,,,,6.5487446784973145,168.30288696289062,1.0,1.211606502532959,hidden,170.5144805908203,2.5,0.8371381759643555,fixation,1.0
23,1,2.0,Incongruent,2_0.490_0.102.png,1.2110202312469482,0.483,0.105,,,,6.77795135974884,176.2384490966797,1.0,1.373481273651123,hidden,178.61192321777344,2.5,0.9044700860977173,fixation,1.0
24,1,11.0,Congruent,11_0.327_0.755.png,1.4052542448043823,0.327,0.748,,,,5.82326602935791,184.2274169921875,1.0,0.6275297403335571,hidden,185.85494995117188,2.5,0.695736289024353,fixation,1.0
25,1,3.0,Congruent,3_0.286_0.673.png,1.3642786741256714,0.285,0.673,,,,6.07897812128067,191.4559326171875,1.0,0.9953983426094055,hidden,193.4513397216797,2.5,0.5835797786712646,fixation,1.0
26,1,20.0,Medium,20_0.959_0.898.png,1.035884141921997,0.953,0.904,,,,6.205348014831543,198.89920043945312,1.0,0.7503073215484619,hidden,200.64950561523438,2.5,0.955040693283081,fixation,1.0
27,1,22.0,Congruent,13b_0.673_0.980.png,1.0310019254684448,0.668,0.987,,,,7.001662015914917,206.1404266357422,1.0,1.2507164478302002,hidden,208.39114379882812,2.5,1.2509455680847168,fixation,1.0
28,1,,Fixation,,1.377968192100525,,,fixation,5.0,run_end,1.9953078031539917,214.173095703125,0.0,1.010939598083496,hidden,215.1840362548828,0.0,0.9843682050704956,fixation,0.0
29,2,,Fixation,,1.125347375869751,,,fixation,10.0,run_start,2.4051300287246704,0.0,0.0,1.0516912937164307,hidden,1.0516912937164307,0.0,1.3534387350082397,fixation,0.0
30,2,9.0,Medium,9_0.184_0.000.png,1.194855809211731,0.193,0.0,,,,6.5433818101882935,3.530477523803711,1.0,1.4121962785720825,hidden,5.942673683166504,2.5,0.6311855316162109,fixation,1.0
31,2,1.0,Medium,1_0.510_0.469.png,1.3833067417144775,0.518,0.475,,,,6.6315842270851135,11.268714904785156,1.0,1.1607117652893066,hidden,13.429427146911621,2.5,0.9708724617958069,fixation,1.0
32,2,2.0,Incongruent,2_0.837_0.286.png,1.0181188583374023,0.833,0.286,,,,7.3470698595047,19.283605575561523,1.0,1.4522137641906738,hidden,21.73581886291504,2.5,1.3948560953140259,fixation,1.0
33,2,1.0,Medium,1_0.612_0.469.png,1.251234531402588,0.607,0.464,,,,6.517553806304932,27.648794174194336,1.0,1.1055350303649902,hidden,29.754329681396484,2.5,0.9120187759399414,fixation,1.0
34,2,8.0,Incongruent,8_0.265_0.429.png,1.0874905586242676,0.257,0.438,,,,6.8936633467674255,35.41758346557617,1.0,1.4007132053375244,hidden,37.818294525146484,2.5,0.9929501414299011,fixation,1.0
35,2,18.0,Incongruent,18_0.184_0.265.png,1.322516918182373,0.177,0.272,,,,6.649529695510864,43.39873504638672,1.0,0.9549225568771362,hidden,45.353660583496094,2.5,1.194607138633728,fixation,1.0
36,2,2.0,Incongruent,2_0.816_0.102.png,1.3093403577804565,0.808,0.108,,,,6.3972079157829285,51.370784759521484,1.0,1.3575758934020996,hidden,53.72835922241211,2.5,0.5396320223808289,fixation,1.0
37,2,11.0,Congruent,11_0.551_0.531.png,1.129267692565918,0.556,0.537,,,,6.571728706359863,59.07733154296875,1.0,0.7084227800369263,hidden,60.7857551574707,2.5,1.363305926322937,fixation,1.0
38,2,8.0,Incongruent,8_0.041_0.776.png,1.382982611656189,0.044,0.779,,,,6.37336528301239,66.77832794189453,1.0,0.5723161697387695,hidden,68.35064697265625,2.5,1.3010491132736206,fixation,1.0
