var_idx,n_iter,stage1_obj_mean,stage1_obj_p95,stage1_obj_max,best_csv,best_iter
57,6,2037.1610133376453,2046.8550370871053,2048.612503021627,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0057_iter0000_d000057.csv,0
195,6,2037.2121707005072,2039.9481815266156,2039.948832904448,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0495_iter0000_d001695.csv,0
120,6,2037.2168832425496,2057.2789259766814,2064.8601756134767,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0420_iter0000_d001020.csv,0
79,6,2037.239682746508,2054.9903158107345,2059.4484632533126,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0379_iter0000_d000679.csv,0
125,6,2037.246905101736,2052.33351721176,2057.647216045242,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0425_iter0000_d001625.csv,0
188,6,2037.2474390357738,2041.3171711465104,2041.7630125774156,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0488_iter0000_d001388.csv,0
282,6,2037.2570081762133,2043.0208325771841,2043.4420022019572,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0582_iter0000_d001182.csv,0
166,6,2037.2612251096728,2043.076382169689,2043.541929051649,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0466_iter0000_d000766.csv,0
225,6,2037.412395797264,2054.8485120825644,2061.09577638089,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0525_iter0000_d001125.csv,0
179,6,2037.4218842255443,2047.695943839597,2050.3393009211177,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0179_iter0000_d000179.csv,0
34,6,2037.4222052030864,2042.9705491545187,2043.4832997858596,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0034_iter0000_d000034.csv,0
44,6,2037.442382891053,2049.658609552017,2052.37806716357,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0344_iter0000_d001244.csv,0
247,6,2037.4597536835938,2061.1768267199745,2068.2508517223187,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0547_iter0000_d001447.csv,0
